",""COD.IBGE7"",""REGIÃO"",""UF"",""PORTE"",""MUNICÍPIO"",""falha em educaçãoo"",""ANO_FALHA"",""tempofalha"",""serv_esta_med"",""serv_per_cap_med"",""Conselho edu criação"",""idad_Conselho edu"",""Falha_ant_Consel"",""soma contratos"",""NEP"",""Ideologia"",""Arrec_Prop"",""PIBpercapita"",""IDHM"",""tm"",""PERCENT_ganhador"",""TaxadeUrbanizaÁ„o"",""Sul"",""centro_Oeste"",""Sudeste"",""Nordeste"",""Norte"",""POP"",""LN_POP"",""RM"""
"3105,""3200607"",""3 - Sude"",""32"",""5 - 50001 atÈ 100000"",""Aracruz"",""0"",""2012"",""12"",""0.6207360888"","" 53.067116"",""2004"","" 8"",""0"",""10"",""1.513412"",""6.12"","" 714.720962"","" 30268.2200"",""0.752"",""0.08752195"",""0.471076"",""0.876000"",""0"",""0"",""1"",""0"",""0"",""  61339"",""11.024171"",""0"""
"3106,""3200706"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Atilio Vivacqua"",""0"",""2012"",""12"",""0.6741347099"","" 62.410694"",""2007"","" 5"",""0"","" 6"",""1.797309"",""8.02"",""  95.529449"","" 10094.1700"",""0.708"",""0.25109660"",""0.502307"",""0.542000"",""0"",""0"",""1"",""0"",""0"",""   7143"","" 8.873888"",""0"""
"3107,""3200805"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Baixo Guandu"",""0"",""2012"",""12"",""0.7162494949"","" 42.703117"",""2006"","" 6"",""0"","" 2"",""1.806879"",""6.26"","" 134.188449"",""  8044.9800"",""0.702"",""0.28612986"",""0.541639"",""0.753000"",""0"",""0"",""1"",""0"",""0"",""  26514"",""10.185428"",""0"""
"3108,""3200904"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Barra de S„o Francisco"",""0"",""2012"",""12"",""0.4359279357"","" 39.324171"",""1994"",""18"",""0"","" 3"",""1.825001"",""6.74"",""  91.400891"",""  8309.1400"",""0.683"",""0.28913428"",""0.502712"",""0.623000"",""0"",""0"",""1"",""0"",""0"",""  36869"",""10.515126"",""0"""
"3109,""3201001"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Boa EsperanÁa"",""0"",""2012"",""12"",""0.5439633363"","" 42.808869"",""1997"",""15"",""0"","" 9"",""1.000000"",""6.12"","" 100.908249"","" 11628.2200"",""0.679"",""0.20286622"",""0.729942"",""0.735000"",""0"",""0"",""1"",""0"",""0"",""  13429"","" 9.505172"",""0"""
"3110,""3201100"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Bom Jesus do Norte"",""0"",""2012"",""12"",""0.5589441727"","" 41.889468"",""1997"",""15"",""0"","" 2"",""1.910724"",""6.26"",""  58.949653"",""  6235.3600"",""0.734"",""0.31385067"",""0.574878"",""0.887000"",""0"",""0"",""1"",""0"",""0"",""   8743"","" 9.076009"",""0"""
"3111,""3201159"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Brejetuba"",""0"",""2012"",""12"",""0.5197144932"","" 31.540636"",""2011"","" 1"",""0"","" 3"",""1.990815"",""8.02"",""  43.376098"","" 11935.3800"",""0.656"",""0.20521436"",""0.560869"",""0.254000"",""0"",""0"",""1"",""0"",""0"",""  10007"","" 9.211040"",""0"""
"3112,""3201209"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Cachoeiro de Itapemirim"",""0"",""2012"",""12"",""0.4985307082"","" 25.129195"",""1963"",""49"",""0"","" 5"",""2.131532"",""3.83"","" 195.274085"","" 11323.4000"",""0.746"",""0.18319977"",""0.708945"",""0.889000"",""0"",""0"",""1"",""0"",""0"","" 152096"",""11.932267"",""0"""
"3113,""3201308"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Cariacica"",""0"",""2012"",""12"",""0.2561617023"","" 17.798015"",""2009"","" 3"",""0"","" 8"",""1.478219"",""3.83"","" 165.015366"",""  9806.2100"",""0.592"",""0.17542293"",""0.514405"",""0.965000"",""0"",""0"",""1"",""0"",""0"","" 307828"",""12.637296"",""1"""
"3114,""3201407"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Castelo"",""0"",""2012"",""12"",""0.4855516686"","" 36.277487"",""1990"",""19"",""0"","" 4"",""2.043279"",""3.83"","" 133.889449"",""  9301.7400"",""0.587"",""0.25630244"",""0.478182"",""0.593000"",""0"",""0"",""1"",""0"",""0"",""  29449"",""10.290415"",""0"""
"3115,""3201506"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Colatina"",""0"",""2012"",""12"",""0.0675457372"","" 24.720054"",""1997"",""15"",""0"",""11"",""2.259578"",""3.83"","" 167.569176"","" 14022.7700"",""0.713"",""0.14939404"",""0.714345"",""0.870000"",""0"",""0"",""1"",""0"",""0"","" 105591"",""11.567328"",""0"""
"3116,""3201605"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""ConceiÁ„o da Barra"",""0"",""2012"",""12"",""0.5577901666"","" 50.688985"",""1994"",""18"",""0"","" 3"",""2.628082"",""6.26"",""         NA"","" 11482.1500"",""0.685"",""0.20329280"",""0.504658"",""0.719000"",""0"",""0"",""1"",""0"",""0"",""  26267"",""10.176069"",""0"""
"3117,""3201704"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""ConceiÁ„o do Castelo"",""0"",""2012"",""12"",""0.5926410641"","" 45.190823"",""1997"",""15"",""0"","" 3"",""1.981541"",""6.12"",""  72.805695"",""  7984.8800"",""0.611"",""0.33931159"",""0.567598"",""0.479000"",""0"",""0"",""1"",""0"",""0"",""  10069"","" 9.217217"",""0"""
"3118,""3201803"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Divino de S„o LourenÁo"",""0"",""2012"",""12"",""0.5950028938"","" 57.444145"",""1998"","" 5"",""0"","" 2"",""1.761809"",""6.12"",""  55.595932"",""  6925.9500"",""0.734"",""0.39006106"",""0.661624"",""0.369000"",""0"",""0"",""1"",""0"",""0"",""   4454"","" 8.401558"",""0"""
"3119,""3201902"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Domingos Martins"",""0"",""2012"",""12"",""0.3931160834"","" 38.464504"",""1992"",""20"",""0"","" 4"",""1.514635"",""3.55"","" 186.238694"",""  8980.2300"",""0.550"",""0.25401064"",""0.567551"",""0.252000"",""0"",""0"",""1"",""0"",""0"",""  26144"",""10.171375"",""0"""
"3120,""3202009"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Dores do Rio Preto"",""0"",""2012"",""12"",""0.6769500640"","" 40.335040"",""1997"",""15"",""0"","" 5"",""1.761956"",""6.26"","" 216.294181"",""  7630.0500"",""0.629"",""0.31791094"",""0.343537"",""0.546000"",""0"",""0"",""1"",""0"",""0"",""   5738"","" 8.654866"",""0"""
"3121,""3202108"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Ecoporanga"",""0"",""2012"",""12"",""0.6537252764"","" 41.640432"",""1997"","" 7"",""0"","" 6"",""3.252577"",""6.26"",""  41.786519"",""  9216.3900"",""0.702"",""0.24666789"",""0.547320"",""0.608000"",""0"",""0"",""1"",""0"",""0"",""  21720"","" 9.985989"",""0"""
"3122,""3202207"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Fund„o"",""1"",""2005"","" 5"",""0.2503536015"","" 61.297392"",""1997"","" 8"",""0"","" 1"",""1.756699"",""7.87"","" 301.660829"",""  9814.3366"",""0.546"",""0.18569987"",""0.468112"",""0.853902"",""0"",""0"",""1"",""0"",""0"",""  11708"","" 9.368028"",""1"""
"3123,""3202256"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Governador Lindenberg"",""0"",""2012"",""12"",""0.6851605723"","" 37.151935"",""2001"",""11"",""0"","" 3"",""1.399883"",""6.12"",""  41.616710"","" 10017.1700"",""0.544"",""0.24955991"",""0.399180"",""0.346000"",""0"",""0"",""1"",""0"",""0"",""      0"","" 0.000000"",""0"""
"3124,""3202306"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""GuaÁuÌ"",""0"",""2012"",""12"",""0.5838893671"","" 32.535530"",""1997"",""15"",""0"","" 6"",""1.000000"",""6.12"","" 130.821961"",""  7617.6500"",""0.650"",""0.31397796"",""0.580985"",""0.769000"",""0"",""0"",""1"",""0"",""0"",""  24501"",""10.106469"",""0"""
"3125,""3202405"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Guarapari"",""0"",""2012"",""12"",""0.5555001186"","" 25.969700"",""1997"",""15"",""0"",""13"",""1.766726"",""3.84"","" 434.028183"",""  8022.6900"",""0.731"",""0.24417886"",""0.555466"",""0.948000"",""0"",""0"",""1"",""0"",""0"",""  75926"",""11.237514"",""1"""
"3126,""3202454"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Ibatiba"",""0"",""2012"",""12"",""0.4860642687"","" 40.869284"",""1996"",""16"",""0"","" 4"",""1.670895"",""6.12"",""  46.689627"",""  7510.8500"",""0.685"",""0.30364791"",""0.503338"",""0.603000"",""0"",""0"",""1"",""0"",""0"",""  16793"","" 9.728717"",""0"""
"3127,""3202504"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""IbiraÁu"",""0"",""2012"",""12"",""0.6798079083"","" 41.031515"",""1994"",""18"",""0"","" 2"",""1.800289"",""8.02"","" 267.513955"","" 17023.5100"",""0.724"",""0.12917657"",""0.685761"",""0.725000"",""0"",""0"",""1"",""0"",""0"",""   9748"","" 9.184817"",""0"""
"3128,""3202553"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Ibitirama"",""0"",""2012"",""12"",""0.4169434507"","" 45.270943"",""1992"",""20"",""0"","" 3"",""1.458235"",""3.78"",""  57.278135"",""  7146.2400"",""0.602"",""0.34656908"",""0.561466"",""0.342000"",""0"",""0"",""1"",""0"",""0"",""   8061"","" 8.994793"",""0"""
"3129,""3202603"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Iconha"",""0"",""2012"",""12"",""0.5736745218"","" 43.511639"",""-"","" 0"",""1"","" 3"",""1.781052"",""7.88"","" 225.667950"","" 12808.3600"",""0.550"",""0.19203843"",""0.615085"",""0.547000"",""0"",""0"",""1"",""0"",""0"",""  11476"","" 9.348013"",""0"""
"3130,""3202652"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Irupi"",""0"",""2012"",""12"",""0.6532147796"","" 42.819232"",""2005"","" 7"",""0"","" 4"",""1.875034"",""8.02"",""         NA"",""  8652.2000"",""0.582"",""0.28654599"",""0.668823"",""0.364000"",""0"",""0"",""1"",""0"",""0"",""  10208"","" 9.230927"",""0"""
"3131,""3202702"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""ItaguaÁu"",""0"",""2012"",""12"",""0.4199422253"","" 41.328151"",""2001"",""11"",""0"","" 8"",""1.625791"",""6.26"",""  98.863009"",""  9324.5800"",""0.562"",""0.24389643"",""0.712397"",""0.539000"",""0"",""0"",""1"",""0"",""0"",""  14355"","" 9.571854"",""0"""
"3132,""3202801"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Itapemirim"",""0"",""2012"",""12"",""0.6335733240"","" 35.050020"",""1997"",""15"",""0"","" 3"",""1.403712"",""8.02"","" 217.622610"","" 22049.1800"",""0.637"",""0.11159269"",""0.532670"",""0.639000"",""0"",""0"",""1"",""0"",""0"",""  25928"",""10.163079"",""0"""
"3133,""3202900"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Itarana"",""0"",""2012"",""12"",""0.1233413813"","" 30.798396"",""1997"",""15"",""0"","" 5"",""1.877336"",""6.12"",""  81.830026"",""  8644.5200"",""0.610"",""0.24407935"",""0.416411"",""0.360000"",""0"",""0"",""1"",""0"",""0"",""  10949"","" 9.301003"",""0"""
"3134,""3203007"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""I˙na"",""0"",""2012"",""12"",""0.8051380508"","" 31.071954"",""2008"","" 0"",""1"","" 7"",""2.581543"",""8.02"",""  60.342084"",""  8764.0500"",""0.651"",""0.26407850"",""0.492167"",""0.591000"",""0"",""0"",""1"",""0"",""0"",""  24907"",""10.122904"",""0"""
"3135,""3203056"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""JaguarÈ"",""0"",""2012"",""12"",""0.5521247598"","" 39.964382"",""1997"",""15"",""0"","" 4"",""1.831473"",""6.26"","" 152.156896"","" 19542.6600"",""0.612"",""0.12491133"",""0.416211"",""0.611000"",""0"",""0"",""1"",""0"",""0"",""  17773"","" 9.785436"",""0"""
"3136,""3203106"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""JerÙnimo Monteiro"",""0"",""2012"",""12"",""0.6526164695"","" 37.406723"",""1997"",""15"",""0"","" 1"",""2.157359"",""6.26"","" 114.701515"",""  6105.0600"",""0.591"",""0.38130498"",""0.567893"",""0.743000"",""0"",""0"",""1"",""0"",""0"",""   9710"","" 9.180912"",""0"""
"3137,""3203130"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Jo„o Neiva"",""0"",""2012"",""12"",""0.6690095119"","" 28.618917"",""2012"","" 0"",""0"","" 1"",""1.760895"",""3.55"","" 203.682758"","" 12163.5000"",""0.763"",""0.17481802"",""0.603127"",""0.817000"",""0"",""0"",""1"",""0"",""0"",""  14462"","" 9.579280"",""0"""
"3138,""3203163"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Laranja da Terra"",""0"",""2012"",""12"",""0.4586177377"","" 44.106168"",""2006"","" 6"",""0"","" 2"",""1.933561"",""6.26"",""  47.943409"",""  6616.1700"",""0.585"",""0.34623479"",""0.750325"",""0.279000"",""0"",""0"",""1"",""0"",""0"",""  10478"","" 9.257033"",""0"""
"3139,""3203205"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Linhares"",""0"",""2012"",""12"",""0.6352017809"","" 43.839564"",""2010"","" 2"",""0"","" 9"",""1.658026"",""6.12"","" 684.258410"","" 22236.6800"",""0.786"",""0.09989635"",""0.550871"",""0.840000"",""0"",""0"",""1"",""0"",""0"","" 104337"",""11.555381"",""0"""
"3140,""3203304"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""MantenÛpolis"",""0"",""2012"",""12"",""0.6732254508"","" 37.646523"",""2005"","" 7"",""0"","" 6"",""1.815308"",""3.83"",""  93.831908"",""  6246.2100"",""0.682"",""0.37331340"",""0.508990"",""0.613000"",""0"",""0"",""1"",""0"",""0"",""  12064"","" 9.397981"",""0"""
"3141,""3203320"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""MarataÌzes"",""0"",""2012"",""12"",""0.6143268086"","" 37.548398"",""1997"","" 6"",""0"","" 2"",""2.224680"",""6.26"","" 171.458235"",""  8358.0600"",""0.774"",""0.26930994"",""0.559421"",""0.776000"",""0"",""0"",""1"",""0"",""0"",""  26845"",""10.197835"",""0"""
"3142,""3203346"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Marechal Floriano"",""0"",""2012"",""12"",""0.4080700650"","" 52.140340"",""2013"","" 0"",""1"","" 4"",""2.215688"",""7.88"","" 151.454621"","" 13809.6500"",""0.501"",""0.19179688"",""0.664169"",""0.476000"",""0"",""0"",""1"",""0"",""0"",""  11259"","" 9.328923"",""0"""
"3143,""3203353"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Maril‚ndia"",""0"",""2012"",""12"",""0.3887525182"","" 38.244320"",""2006"","" 6"",""0"","" 0"",""1.757616"",""6.12"",""  85.403875"",""  9518.5500"",""0.691"",""0.26947195"",""0.598482"",""0.472000"",""0"",""0"",""1"",""0"",""0"",""   9511"","" 9.160204"",""0"""
"3144,""3203403"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Mimoso do Sul"",""0"",""2012"",""12"",""0.6294759690"","" 28.597232"",""2007"","" 5"",""0"","" 9"",""1.999167"",""6.12"","" 202.992737"",""  7724.9800"",""0.707"",""0.25399908"",""0.568319"",""0.564000"",""0"",""0"",""1"",""0"",""0"",""  25079"",""10.129786"",""0"""
"3145,""3203502"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Montanha"",""0"",""2012"",""12"",""0.2297604227"","" 42.400980"",""1998"",""14"",""0"","" 4"",""1.852143"",""6.26"",""  85.614324"","" 10395.6800"",""0.557"",""0.21153101"",""1.000000"",""0.743000"",""0"",""0"",""1"",""0"",""0"",""  17859"","" 9.790263"",""0"""
"3146,""3203601"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Mucurici"",""1"",""2001"","" 1"",""0.7024316192"","" 61.163133"",""1994"",""18"",""0"","" 1"",""1.777778"",""6.21"",""  33.810512"",""  3844.9518"",""0.534"",""0.21856392"",""0.562500"",""0.537000"",""0"",""0"",""1"",""0"",""0"",""   6247"","" 8.739857"",""0"""
"3147,""3203700"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Muniz Freire"",""0"",""2012"",""12"",""0.7844648907"","" 31.264960"",""2007"","" 5"",""0"","" 4"",""1.456732"",""3.55"",""  80.750511"",""  7766.6100"",""0.549"",""0.30802440"",""0.337606"",""0.412000"",""0"",""0"",""1"",""0"",""0"",""  19535"","" 9.879963"",""0"""
"3148,""3203809"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Muqui"",""0"",""2012"",""12"",""0.0235830818"","" 32.714306"",""1997"",""15"",""0"","" 5"",""3.294037"",""3.55"",""  57.105647"",""  6205.1700"",""0.734"",""0.33674981"",""0.462180"",""0.659000"",""0"",""0"",""1"",""0"",""0"",""  13065"","" 9.477692"",""0"""
"3149,""3203908"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Nova VenÈcia"",""0"",""2012"",""12"",""0.5064949903"","" 37.973339"",""2006"","" 6"",""0"","" 6"",""2.455430"",""7.88"",""  91.297782"","" 10334.0600"",""0.718"",""0.21547559"",""0.359162"",""0.656000"",""0"",""0"",""1"",""0"",""0"",""  42050"",""10.646615"",""0"""
"3150,""3204005"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Pancas"",""0"",""2012"",""12"",""0.6453384117"","" 31.802575"",""1993"",""19"",""0"","" 4"",""2.848666"",""2.73"",""  68.290756"",""  6630.2400"",""0.569"",""0.35225418"",""0.588339"",""0.502000"",""0"",""0"",""1"",""0"",""0"",""  19878"","" 9.897369"",""0"""
"3151,""3204054"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Pedro Can·rio"",""0"",""2012"",""12"",""          NA"",""        NA"",""2005"","" 0"",""1"","" 5"",""2.707241"",""6.80"","" 137.359550"",""  7111.3000"",""0.696"",""0.28175610"",""0.541833"",""0.923000"",""0"",""0"",""1"",""0"",""0"",""  22774"",""10.033375"",""0"""
"3152,""3204104"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Pinheiros"",""0"",""2012"",""12"",""0.0128121659"","" 39.188245"",""2007"","" 5"",""0"","" 4"",""1.730056"",""3.55"",""  96.969854"","" 17394.3000"",""0.612"",""0.13644907"",""0.602820"",""0.799000"",""0"",""0"",""1"",""0"",""0"",""  20946"","" 9.949703"",""0"""
"3153,""3204203"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Pi˙ma"",""0"",""2012"",""12"",""0.6902689424"","" 37.391245"",""1997"",""15"",""0"","" 1"",""1.701919"",""6.69"","" 413.369652"",""  6637.7600"",""0.737"",""0.35909208"",""0.575378"",""0.947000"",""0"",""0"",""1"",""0"",""0"",""  12625"","" 9.443434"",""0"""
"3154,""3204252"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Ponto Belo"",""0"",""2012"",""12"",""0.3571235321"","" 61.080409"",""2013"","" 0"",""1"","" 3"",""1.369972"",""6.12"",""  62.354331"",""  7495.4700"",""0.606"",""0.30428166"",""0.523362"",""0.779000"",""0"",""0"",""1"",""0"",""0"",""   6843"","" 8.830982"",""0"""
"3155,""3204302"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Presidente Kennedy"",""0"",""2012"",""12"",""0.5144815265"","" 86.211277"",""2001"",""11"",""0"","" 3"",""1.737987"",""6.80"","" 163.692984"","" 97699.3100"",""0.595"",""0.03425003"",""0.559017"",""0.344000"",""0"",""0"",""1"",""0"",""0"",""   9635"","" 9.173158"",""0"""
"3156,""3204351"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Rio Bananal"",""0"",""2012"",""12"",""0.6209458462"","" 40.132995"",""1996"",""16"",""0"","" 1"",""1.986738"",""3.55"","" 116.288804"","" 11407.9900"",""0.729"",""0.22935655"",""0.547741"",""0.333000"",""0"",""0"",""1"",""0"",""0"",""  16110"","" 9.687195"",""0"""
"3157,""3204401"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Rio Novo do Sul"",""0"",""2012"",""12"",""0.7015817405"","" 39.355100"",""2005"","" 7"",""0"","" 3"",""1.822359"",""6.12"","" 106.288630"",""  7475.7300"",""0.709"",""0.30376903"",""0.424844"",""0.533000"",""0"",""0"",""1"",""0"",""0"",""  10846"","" 9.291552"",""0"""
"3158,""3204500"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Santa Leopoldina"",""0"",""2012"",""12"",""0.4986957107"","" 42.573256"",""2004"","" 8"",""0"","" 1"",""2.508779"",""4.02"","" 178.511668"",""  8480.7300"",""0.626"",""0.27792798"",""0.686240"",""0.200000"",""0"",""0"",""1"",""0"",""0"",""  11942"","" 9.387817"",""0"""
"3159,""3204559"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Santa Maria de Jetib·"",""0"",""2012"",""12"",""0.5874465072"","" 31.570362"",""1990"",""22"",""0"","" 4"",""1.362060"",""6.12"","" 144.727128"","" 12925.2300"",""0.671"",""0.16793212"",""1.000000"",""0.324000"",""0"",""0"",""1"",""0"",""0"",""  26338"",""10.178768"",""0"""
"3160,""3204609"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Santa Teresa"",""0"",""2012"",""12"",""0.5925423096"","" 38.290329"",""1997"",""15"",""0"","" 4"",""1.509809"",""6.12"","" 113.626093"","" 10269.0900"",""0.714"",""0.23652019"",""0.657508"",""0.509000"",""0"",""0"",""1"",""0"",""0"",""  19669"","" 9.886799"",""0"""
"3161,""3204658"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""S„o Domingos do Norte"",""0"",""2012"",""12"",""0.7239114143"","" 45.688079"",""1997"",""15"",""0"","" 4"",""1.775308"",""3.55"",""  62.108037"","" 10833.8200"",""0.690"",""0.22257093"",""0.415542"",""0.401000"",""0"",""0"",""1"",""0"",""0"",""   7211"","" 8.883363"",""0"""
"3162,""3204708"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""S„o Gabriel da Palha"",""0"",""2012"",""12"",""0.6108647236"","" 28.673199"",""2010"","" 2"",""0"","" 2"",""1.520894"",""2.73"","" 125.276768"",""  8943.5900"",""0.729"",""0.22760770"",""0.511573"",""0.745000"",""0"",""0"",""1"",""0"",""0"",""  24882"",""10.121900"",""0"""
"3163,""3204807"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""S„o JosÈ do CalÁado"",""0"",""2012"",""12"",""0.5971378021"","" 51.184908"",""1996"",""16"",""0"","" 3"",""1.954754"",""6.74"","" 217.771259"",""  6315.6300"",""0.615"",""0.35971704"",""0.521717"",""0.750000"",""0"",""0"",""1"",""0"",""0"",""  10507"","" 9.259797"",""0"""
"3164,""3204906"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""S„o Mateus"",""0"",""2012"",""12"",""0.6823898687"","" 33.710688"",""2002"",""10"",""0"",""14"",""1.916750"",""3.55"","" 282.682845"",""  8940.2500"",""0.616"",""0.25988179"",""0.942119"",""0.776000"",""0"",""0"",""1"",""0"",""0"",""  84971"",""11.350065"",""0"""
"3165,""3204955"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""S„o Roque do Cana„"",""0"",""2012"",""12"",""0.5590817373"","" 32.850448"",""1998"",""14"",""0"","" 3"",""1.846247"",""6.26"",""  53.365388"",""  8203.5900"",""0.605"",""0.28363842"",""0.588570"",""0.486000"",""0"",""0"",""1"",""0"",""0"",""   9426"","" 9.151227"",""0"""
"3166,""3205002"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Serra"",""0"",""2012"",""12"",""0.6254489383"","" 22.785922"",""1992"",""20"",""0"","" 6"",""1.061437"",""4.02"","" 415.178508"","" 29305.3200"",""0.773"",""0.07727421"",""0.481814"",""0.995000"",""0"",""0"",""1"",""0"",""0"","" 282395"",""12.551062"",""1"""
"3167,""3205010"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Sooretama"",""0"",""2012"",""12"",""0.5516522282"","" 36.328378"",""1997"",""15"",""0"","" 2"",""1.989212"",""3.55"",""  45.304694"","" 11473.5600"",""0.798"",""0.19254866"",""1.000000"",""0.680000"",""0"",""0"",""1"",""0"",""0"",""  15016"","" 9.616872"",""0"""
"3168,""3205036"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Vargem Alta"",""0"",""2012"",""12"",""0.5595360339"","" 44.859261"",""1997"",""15"",""0"","" 7"",""1.000000"",""6.12"","" 137.113078"","" 10630.8700"",""0.663"",""0.23434348"",""0.514083"",""0.305000"",""0"",""0"",""1"",""0"",""0"",""  13743"","" 9.528285"",""0"""
"3169,""3205069"",""3 - Sude"",""32"",""4 - 20001 atÈ 50000"",""Venda Nova do Imigrante"",""0"",""2012"",""12"",""0.0000000000"","" 31.012834"",""2013"","" 0"",""1"","" 5"",""1.945212"",""6.12"","" 122.825539"","" 11460.8700"",""0.728"",""0.19388109"",""0.463458"",""0.685000"",""0"",""0"",""1"",""0"",""0"",""  14532"","" 9.584108"",""0"""
"3170,""3205101"",""3 - Sude"",""32"",""5 - 50001 atÈ 100000"",""Viana"",""1"",""2004"","" 4"",""0.5133918090"","" 32.093054"",""2007"","" 0"",""1"","" 6"",""2.049381"",""7.33"",""  79.469187"",""  5361.3402"",""0.457"",""0.18207793"",""0.504300"",""0.928000"",""0"",""0"",""1"",""0"",""0"",""  48908"",""10.797696"",""1"""
"3171,""3205150"",""3 - Sude"",""32"",""2 - 5001 atÈ 10000"",""Vila Pav„o"",""0"",""2012"",""12"",""0.5162773279"","" 47.224816"",""2005"","" 7"",""0"","" 1"",""1.948694"",""6.12"",""  46.324408"","" 13453.4500"",""0.681"",""0.19298322"",""0.513524"",""0.307000"",""0"",""0"",""1"",""0"",""0"",""   8788"","" 9.081142"",""0"""
"3172,""3205176"",""3 - Sude"",""32"",""3 - 10001 atÈ 20000"",""Vila ValÈrio"",""0"",""2012"",""12"",""0.5228308877"","" 30.035998"",""2005"","" 7"",""0"","" 1"",""1.780257"",""3.55"",""  57.593390"","" 13712.5300"",""0.675"",""0.15499582"",""0.496047"",""0.356000"",""0"",""0"",""1"",""0"",""0"",""  13849"","" 9.535968"",""0"""
"3173,""3205200"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""Vila Velha"",""0"",""2012"",""12"",""0.6616888331"","" 14.291560"",""2001"",""11"",""0"","" 7"",""4.674814"",""6.69"","" 384.507875"","" 13092.6900"",""0.800"",""0.13527405"",""0.650252"",""0.996000"",""0"",""0"",""1"",""0"",""0"","" 305370"",""12.629279"",""1"""
"3174,""3205309"",""3 - Sude"",""32"",""6 - 100001 atÈ 500000"",""VitÛria"",""0"",""2012"",""12"",""0.6049702097"","" 40.280562"",""1998"",""14"",""0"",""13"",""1.569850"",""3.83"",""1261.666887"","" 71407.3200"",""0.845"",""0.04060714"",""0.575625"",""1.000000"",""0"",""0"",""1"",""0"",""0"","" 267646"",""12.497420"",""1"""
