",""COD.IBGE7"",""REGIÃO"",""UF"",""PORTE"",""MUNICÍPIO"",""falha em educaçãoo"",""ANO_FALHA"",""tempofalha"",""serv_esta_med"",""serv_per_cap_med"",""Conselho edu criação"",""idad_Conselho edu"",""Falha_ant_Consel"",""soma contratos"",""NEP"",""Ideologia"",""Arrec_Prop"",""PIBpercapita"",""IDHM"",""tm"",""PERCENT_ganhador"",""TaxadeUrbanizaÁ„o"",""Sul"",""centro_Oeste"",""Sudeste"",""Nordeste"",""Norte"",""POP"",""LN_POP"",""RM"""
"3175,""3300100"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Angra dos Reis"",""0"",""2012"",""12"",""0.7028905994"","" 31.011267"",""1996"",""16"",""0"","" 7"",""1.915108"",""6.12"","" 698.855685"","" 31134.6100"",""0.724"",""0.12523392"",""0.350549"",""0.967000"",""0"",""0"",""1"",""0"",""0"",""  94144"",""11.452581"",""0"""
"3176,""3300159"",""3 - Sude"",""33"",""2 - 5001 atÈ 10000"",""AperibÈ"",""0"",""2012"",""12"",""0.8439770935"","" 68.427239"",""1997"",""15"",""0"","" 3"",""1.000000"",""3.55"","" 196.308517"",""  7530.4300"",""0.692"",""0.27360751"",""0.458214"",""0.887000"",""0"",""0"",""1"",""0"",""0"",""   7450"","" 8.915969"",""0"""
"3177,""3300209"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Araruama"",""0"",""2012"",""12"",""0.5525952994"","" 45.960416"",""1998"",""14"",""0"","" 2"",""1.903664"",""6.12"",""         NA"",""  9188.9100"",""0.718"",""0.31766951"",""0.663960"",""0.930000"",""0"",""0"",""1"",""0"",""0"",""  68769"",""11.138508"",""0"""
"3178,""3300225"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Areal"",""0"",""2012"",""12"",""0.8163645180"","" 62.603241"",""1997"",""15"",""0"","" 6"",""1.338599"",""7.88"","" 344.596616"","" 13637.4600"",""0.684"",""0.25285623"",""0.560146"",""0.870000"",""0"",""0"",""1"",""0"",""0"",""   9175"","" 9.124238"",""0"""
"3179,""3300233"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""ArmaÁ„o dos B˙zios"",""0"",""2012"",""12"",""0.1991803348"","" 85.796761"",""1998"",""14"",""0"","" 1"",""1.744153"",""4.02"","" 765.117686"","" 53115.1900"",""0.728"",""0.09402514"",""0.635007"",""1.000000"",""0"",""0"",""1"",""0"",""0"",""  15312"","" 9.636392"",""0"""
"3180,""3300258"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Arraial do Cabo"",""0"",""2012"",""12"",""0.5068322753"","" 75.581590"",""2002"",""10"",""0"","" 1"",""2.188737"",""6.12"",""         NA"","" 12345.7100"",""0.733"",""0.28876244"",""0.518419"",""1.000000"",""0"",""0"",""1"",""0"",""0"",""  21919"","" 9.995109"",""0"""
"3181,""3300308"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Barra do PiraÌ"",""0"",""2012"",""12"",""0.8820061353"","" 23.971869"",""1996"",""16"",""0"","" 4"",""1.699675"",""7.88"","" 197.170606"","" 10361.1700"",""0.733"",""0.26010779"",""0.497337"",""0.963000"",""0"",""0"",""1"",""0"",""0"",""  86879"",""11.372272"",""0"""
"3182,""3300407"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Barra Mansa"",""0"",""2012"",""12"",""0.7730962625"","" 21.457656"",""1991"",""19"",""0"","" 2"",""2.918176"",""6.12"","" 233.484855"","" 13956.1500"",""0.729"",""0.20872735"",""0.459337"",""0.967000"",""0"",""0"",""1"",""0"",""0"","" 167567"",""12.029139"",""0"""
"3183,""3300456"",""3 - Sude"",""33"",""7 - Maior que 500000"",""Belford Roxo"",""0"",""2012"",""12"",""0.6830914117"","" 15.769467"",""1993"",""19"",""0"","" 9"",""1.515104"",""3.83"","" 106.563553"",""  7140.3800"",""0.684"",""0.38695089"",""0.621989"",""1.000000"",""0"",""0"",""1"",""0"",""0"","" 408949"",""12.921346"",""1"""
"3184,""3300506"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Bom Jardim"",""0"",""2012"",""12"",""0.8370264272"","" 29.617663"",""1996"",""16"",""0"","" 1"",""1.049288"",""6.12"","" 183.615565"","" 10376.0300"",""0.602"",""0.28094772"",""0.741430"",""0.560000"",""0"",""0"",""1"",""0"",""0"",""  22180"",""10.006946"",""0"""
"3185,""3300605"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Bom Jesus do Itabapoana"",""0"",""2012"",""12"",""0.0076891000"","" 32.853085"",""1986"",""26"",""0"","" 5"",""      NA"",""0.00"","" 113.352322"",""  9707.8300"",""0.732"",""0.30032235"",""0.444642"",""0.834000"",""0"",""0"",""1"",""0"",""0"",""  32786"",""10.397757"",""0"""
"3186,""3300704"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Cabo Frio"",""0"",""2012"",""12"",""          NA"",""        NA"",""1997"",""15"",""0"","" 0"",""2.212239"",""6.26"","" 404.204204"","" 36426.3900"",""0.735"",""0.09637967"",""0.334653"",""0.783000"",""0"",""0"",""1"",""0"",""0"","" 108138"",""11.591163"",""0"""
"3187,""3300803"",""3 - Sude"",""33"",""5 - 50001 atÈ 100000"",""Cachoeiras de Macacu"",""0"",""2012"",""12"",""0.6163061357"","" 38.188860"",""2002"",""10"",""0"","" 7"",""1.930556"",""7.88"","" 501.989056"","" 13781.9100"",""0.700"",""0.22747005"",""0.428798"",""0.842000"",""0"",""0"",""1"",""0"",""0"",""  44240"",""10.697385"",""0"""
"3188,""3300902"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Cambuci"",""1"",""2001"","" 1"",""0.7701660833"","" 75.541101"",""2012"","" 0"",""0"","" 1"",""1.765859"",""8.37"","" 382.294284"","" 11635.5593"",""0.599"",""0.39975702"",""0.569640"",""0.678000"",""0"",""0"",""1"",""0"",""0"",""  14852"","" 9.605890"",""0"""
"3189,""3300936"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Carapebus"",""0"",""2012"",""12"",""0.5256507443"",""144.279419"",""2007"","" 0"",""1"","" 3"",""1.049912"",""6.12"",""         NA"","" 38152.8100"",""0.749"",""0.11802344"",""0.579109"",""0.815000"",""0"",""0"",""1"",""0"",""0"",""   8463"","" 9.043459"",""0"""
"3190,""3300951"",""3 - Sude"",""33"",""2 - 5001 atÈ 10000"",""Comendador Levy Gasparian"",""0"",""2012"",""12"",""0.8125044697"","" 74.627004"",""1997"",""15"",""0"","" 4"",""2.597066"",""6.12"","" 241.576263"","" 16309.6100"",""0.593"",""0.20586069"",""0.720850"",""0.952000"",""0"",""0"",""1"",""0"",""0"",""   7482"","" 8.920255"",""0"""
"3191,""3301009"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Campos dos Goytacazes"",""0"",""2012"",""12"",""0.5906108871"","" 33.516113"",""2010"","" 2"",""0"","" 5"",""4.285345"",""6.12"",""         NA"","" 67445.7600"",""0.682"",""0.05787336"",""0.513863"",""0.895000"",""0"",""0"",""1"",""0"",""0"","" 392849"",""12.881181"",""0"""
"3192,""3301108"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Cantagalo"",""0"",""2012"",""12"",""0.8298636827"","" 55.152297"",""1997"",""15"",""0"","" 6"",""1.000000"",""7.88"","" 307.479906"","" 19144.0800"",""0.631"",""0.14990446"",""0.747050"",""0.680000"",""0"",""0"",""1"",""0"",""0"",""  18966"","" 9.850403"",""0"""
"3193,""3301157"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Cardoso Moreira"",""0"",""2012"",""12"",""0.8003892875"","" 75.640629"",""1996"",""16"",""0"","" 4"",""2.146992"",""7.88"",""  31.230549"","" 10029.5800"",""0.683"",""0.24724310"",""0.394251"",""0.704000"",""0"",""0"",""1"",""0"",""0"",""  11865"","" 9.381348"",""0"""
"3194,""3301207"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Carmo"",""0"",""2012"",""12"",""0.8324983868"","" 61.783588"",""1997"",""15"",""0"","" 4"",""1.827123"",""3.55"","" 113.511591"","" 10818.3700"",""0.655"",""0.27324188"",""0.556008"",""0.759000"",""0"",""0"",""1"",""0"",""0"",""  15316"","" 9.636653"",""0"""
"3195,""3301306"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Casimiro de Abreu"",""0"",""2012"",""12"",""0.5939684943"","" 66.032989"",""2000"",""12"",""0"",""13"",""1.039715"",""6.74"","" 739.957885"","" 48156.3300"",""0.567"",""0.08249721"",""0.487998"",""0.865000"",""0"",""0"",""1"",""0"",""0"",""  21036"","" 9.953991"",""0"""
"3196,""3301405"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""ConceiÁ„o de Macabu"",""0"",""2012"",""12"",""0.6376877202"","" 56.907234"",""1996"",""16"",""0"","" 2"",""1.718312"",""3.83"","" 120.743440"",""  7075.1600"",""0.606"",""0.38135434"",""0.641866"",""0.868000"",""0"",""0"",""1"",""0"",""0"",""  18511"","" 9.826120"",""0"""
"3197,""3301504"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Cordeiro"",""0"",""2012"",""12"",""0.8090520034"","" 32.786467"",""1997"",""15"",""0"","" 2"",""1.780258"",""4.02"","" 156.432343"",""  8838.3500"",""0.758"",""0.32593574"",""0.952461"",""0.967000"",""0"",""0"",""1"",""0"",""0"",""  17584"","" 9.774745"",""0"""
"3198,""3301603"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Duas Barras"",""0"",""2012"",""12"",""0.9186571238"","" 72.309051"",""1997"",""15"",""0"","" 1"",""1.726791"",""6.12"","" 144.267596"","" 11112.3100"",""0.603"",""0.28556107"",""1.000000"",""0.650000"",""0"",""0"",""1"",""0"",""0"",""   9958"","" 9.206132"",""0"""
"3199,""3301702"",""3 - Sude"",""33"",""7 - Maior que 500000"",""Duque de Caxias"",""0"",""2012"",""12"",""          NA"",""        NA"",""1997"",""15"",""0"",""13"",""1.906491"",""6.26"","" 341.541361"","" 37328.5200"",""0.645"",""0.14559767"",""0.601067"",""0.996000"",""0"",""0"",""1"",""0"",""0"","" 726875"",""13.496510"",""1"""
"3200,""3301801"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Engenheiro Paulo de Frontin"",""0"",""2012"",""12"",""0.0302851318"","" 61.218114"",""1997"",""15"",""0"","" 6"",""1.500099"",""6.12"",""  60.349030"",""  8735.6600"",""0.717"",""0.41452249"",""1.000000"",""0.722000"",""0"",""0"",""1"",""0"",""0"",""  12658"","" 9.446045"",""0"""
"3201,""3301850"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Guapimirim"",""0"",""2012"",""12"",""0.1640506742"","" 39.351427"",""1997"",""15"",""0"","" 6"",""1.376393"",""6.74"","" 223.015271"",""  7818.3700"",""0.702"",""0.39866651"",""0.862222"",""0.953000"",""0"",""0"",""1"",""0"",""0"",""  34311"",""10.443221"",""1"""
"3202,""3301876"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Iguaba Grande"",""0"",""2012"",""12"",""0.6351365930"","" 61.885147"",""1999"",""13"",""0"","" 2"",""2.169301"",""6.26"","" 391.528729"",""  8023.4000"",""0.552"",""0.40309533"",""0.612077"",""1.000000"",""0"",""0"",""1"",""0"",""0"",""  10100"","" 9.220291"",""0"""
"3203,""3301900"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""ItaboraÌ"",""0"",""2012"",""12"",""0.6074896717"","" 22.911472"",""2000"",""12"",""0"",""10"",""3.482829"",""7.88"","" 228.180565"",""  7555.1000"",""0.712"",""0.39287826"",""1.000000"",""0.945000"",""0"",""0"",""1"",""0"",""0"","" 165961"",""12.019508"",""1"""
"3204,""3302007"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""ItaguaÌ"",""0"",""2012"",""12"",""0.4302527239"","" 59.700395"",""1991"",""21"",""0"","" 6"",""1.101293"",""6.12"","" 980.009930"","" 28661.6500"",""0.707"",""0.14217127"",""0.592322"",""0.963000"",""0"",""0"",""1"",""0"",""0"",""  71805"",""11.181709"",""0"""
"3205,""3302056"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Italva"",""0"",""2012"",""12"",""0.7577006135"","" 65.277330"",""1996"",""16"",""0"",""10"",""1.954072"",""6.12"","" 100.874399"",""  7890.8800"",""0.627"",""0.32783695"",""0.455394"",""0.728000"",""0"",""0"",""1"",""0"",""0"",""  13320"","" 9.497022"",""0"""
"3206,""3302106"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Itaocara"",""0"",""2012"",""12"",""0.7555449011"","" 43.665343"",""1997"",""15"",""0"","" 5"",""1.624986"",""6.12"","" 142.046310"","" 10951.1900"",""0.725"",""0.24810763"",""0.427662"",""0.727000"",""0"",""0"",""1"",""0"",""0"",""  23378"",""10.059551"",""0"""
"3207,""3302205"",""3 - Sude"",""33"",""5 - 50001 atÈ 100000"",""Itaperuna"",""0"",""2012"",""12"",""0.0639016800"","" 19.244664"",""2008"","" 4"",""0"","" 5"",""2.017458"",""6.26"","" 158.731274"","" 11242.8600"",""0.592"",""0.26164387"",""0.562084"",""0.916000"",""0"",""0"",""1"",""0"",""0"",""  84090"",""11.339643"",""0"""
"3208,""3302254"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Itatiaia"",""0"",""2012"",""12"",""0.7441699165"","" 66.450353"",""1977"",""35"",""0"","" 6"",""1.799898"",""7.88"","" 327.252929"","" 14111.6100"",""0.677"",""0.21832606"",""0.516200"",""0.942000"",""0"",""0"",""1"",""0"",""0"",""  22320"",""10.013238"",""0"""
"3209,""3302270"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Japeri"",""0"",""2012"",""12"",""0.6250126952"","" 26.692846"",""2007"","" 5"",""0"","" 4"",""3.320876"",""6.26"",""  80.069411"",""  5087.3000"",""0.569"",""0.54929777"",""0.517985"",""1.000000"",""0"",""0"",""1"",""0"",""0"",""  76028"",""11.238857"",""1"""
"3210,""3302304"",""3 - Sude"",""33"",""2 - 5001 atÈ 10000"",""Laje do MuriaÈ"",""0"",""2012"",""12"",""0.6472125591"","" 97.057524"",""1997"",""15"",""0"","" 1"",""2.021949"",""6.12"","" 112.511746"",""  7949.4600"",""0.675"",""0.26004685"",""0.562291"",""0.759000"",""0"",""0"",""1"",""0"",""0"",""   7599"","" 8.935772"",""0"""
"3211,""3302403"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""MacaÈ"",""0"",""2012"",""12"",""          NA"",""        NA"",""1995"",""17"",""0"","" 4"",""2.592746"",""6.12"",""1903.737777"","" 42393.6600"",""0.640"",""0.07274206"",""0.509951"",""0.973000"",""0"",""0"",""1"",""0"",""0"","" 117758"",""11.676387"",""0"""
"3212,""3302452"",""3 - Sude"",""33"",""2 - 5001 atÈ 10000"",""Macuco"",""0"",""2012"",""12"",""0.4322641884"","" 99.455884"",""1997"",""15"",""0"","" 3"",""1.000000"",""6.12"","" 150.621318"","" 11544.4100"",""0.604"",""0.31943162"",""0.908024"",""0.816000"",""0"",""0"",""1"",""0"",""0"",""   5786"","" 8.663196"",""0"""
"3213,""3302502"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""MagÈ"",""1"",""2001"","" 1"",""0.7021645617"","" 18.240727"",""1991"",""21"",""0"","" 2"",""3.024165"",""6.21"",""  90.057387"",""  5479.8348"",""0.420"",""0.34590526"",""0.359732"",""0.942000"",""0"",""0"",""1"",""0"",""0"","" 187964"",""12.144006"",""1"""
"3214,""3302601"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Mangaratiba"",""0"",""2012"",""12"",""0.5797328349"",""114.840153"",""1993"",""19"",""0"","" 5"",""1.615079"",""6.12"",""1317.795277"","" 14237.3400"",""0.688"",""0.16868021"",""0.625951"",""0.826000"",""0"",""0"",""1"",""0"",""0"",""  20708"","" 9.938275"",""0"""
"3215,""3302700"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Maric·"",""0"",""2012"",""12"",""0.7444554060"","" 26.361157"",""1997"",""15"",""0"","" 4"",""1.691622"",""3.83"","" 304.770610"",""  7942.7200"",""0.615"",""0.36759403"",""0.642729"",""0.977000"",""0"",""0"",""1"",""0"",""0"",""  62675"",""11.045718"",""0"""
"3216,""3302809"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Mendes"",""0"",""2012"",""12"",""0.2072270372"","" 47.874446"",""1997"",""15"",""0"","" 3"",""1.555867"",""8.02"",""  80.762145"",""  8112.7300"",""0.626"",""0.38318410"",""0.506622"",""0.991000"",""0"",""0"",""1"",""0"",""0"",""  17344"","" 9.761002"",""0"""
"3217,""3302858"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Mesquita"",""0"",""2012"",""12"",""0.5490653392"",""  8.398791"",""2012"","" 0"",""0"",""15"",""1.891574"",""3.83"",""  78.340035"",""  6994.3600"",""0.568"",""0.39079929"",""0.416385"",""0.000000"",""0"",""0"",""1"",""0"",""0"",""      0"","" 0.000000"",""1"""
"3218,""3302908"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Miguel Pereira"",""0"",""2012"",""12"",""0.7152380229"","" 42.475403"",""1996"",""16"",""0"","" 4"",""2.018896"",""7.88"","" 315.246240"",""  9863.5800"",""0.741"",""0.34798376"",""0.478961"",""0.866000"",""0"",""0"",""1"",""0"",""0"",""  20279"","" 9.917341"",""0"""
"3219,""3303005"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Miracema"",""0"",""2012"",""12"",""0.8620690483"","" 40.463985"",""1997"",""15"",""0"","" 4"",""2.247409"",""6.12"","" 174.592414"",""  7764.3600"",""0.684"",""0.34282573"",""0.520542"",""0.926000"",""0"",""0"",""1"",""0"",""0"",""  24363"",""10.100821"",""0"""
"3220,""3303104"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Natividade"",""0"",""2012"",""12"",""0.8566515764"","" 65.959146"",""1986"",""26"",""0"",""10"",""1.921075"",""6.26"","" 145.576231"",""  8900.5400"",""0.730"",""0.28749805"",""0.427824"",""0.796000"",""0"",""0"",""1"",""0"",""0"",""  15265"","" 9.633318"",""0"""
"3221,""3303203"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""NilÛpolis"",""0"",""2012"",""12"",""0.6492588723"","" 23.010827"",""1997"",""15"",""0"","" 8"",""2.553043"",""7.88"","" 177.144748"",""  8472.9800"",""0.585"",""0.34860767"",""0.607984"",""1.000000"",""0"",""0"",""1"",""0"",""0"","" 154569"",""11.948396"",""1"""
"3222,""3303302"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""NiterÛi"",""0"",""2012"",""12"",""0.6441776389"",""  8.103447"",""2005"","" 7"",""0"",""15"",""1.793242"",""4.02"","" 964.262852"","" 19317.7200"",""0.699"",""0.18209176"",""0.475596"",""1.000000"",""0"",""0"",""1"",""0"",""0"","" 453907"",""13.025648"",""1"""
"3223,""3303401"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Nova Friburgo"",""0"",""2012"",""12"",""0.0341130623"","" 21.970581"",""2011"","" 1"",""0"","" 8"",""2.376511"",""6.74"","" 258.296191"","" 12709.5600"",""0.681"",""0.24429559"",""0.653455"",""0.876000"",""0"",""0"",""1"",""0"",""0"","" 169786"",""12.042294"",""0"""
"3224,""3303500"",""3 - Sude"",""33"",""7 - Maior que 500000"",""Nova IguaÁu"",""0"",""2012"",""12"",""0.6836779145"","" 11.926065"",""1997"",""15"",""0"",""14"",""1.545244"",""3.83"","" 169.559111"",""  9771.9800"",""0.655"",""0.29682404"",""0.374825"",""1.000000"",""0"",""0"",""1"",""0"",""0"","" 839600"",""13.640681"",""1"""
"3225,""3303609"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Paracambi"",""0"",""2012"",""12"",""0.1073285244"","" 26.309974"",""1997"",""15"",""0"",""10"",""2.822728"",""3.83"","" 130.041011"",""  7729.4500"",""0.744"",""0.41328636"",""0.596446"",""0.920000"",""0"",""0"",""1"",""0"",""0"",""  40128"",""10.599830"",""1"""
"3226,""3303708"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""ParaÌba do Sul"",""0"",""2012"",""12"",""0.5625683549"","" 40.119099"",""1990"",""22"",""0"","" 0"",""1.776813"",""6.12"",""         NA"","" 10230.4300"",""0.580"",""0.33401141"",""0.465015"",""0.870000"",""0"",""0"",""1"",""0"",""0"",""  33618"",""10.422817"",""0"""
"3227,""3303807"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Parati"",""0"",""2012"",""12"",""0.7310628064"","" 36.685723"",""1999"",""13"",""0"","" 3"",""2.331726"",""6.80"","" 334.525881"","" 12727.7800"",""0.693"",""0.26349729"",""0.411231"",""0.456000"",""0"",""0"",""1"",""0"",""0"",""  28539"",""10.259027"",""0"""
"3228,""3303856"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Paty do Alferes"",""0"",""2012"",""12"",""0.8011761688"","" 39.764671"",""2000"",""12"",""0"","" 4"",""2.503135"",""4.02"","" 200.922556"",""  8210.7700"",""0.583"",""0.38735188"",""0.462365"",""0.706000"",""0"",""0"",""1"",""0"",""0"",""  22557"",""10.023801"",""0"""
"3229,""3303906"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""PetrÛpolis"",""0"",""2012"",""12"",""0.8592492498"","" 14.284072"",""1990"",""22"",""0"","" 3"",""3.991657"",""3.83"","" 536.056506"","" 17369.5200"",""0.572"",""0.16634841"",""0.582648"",""0.945000"",""0"",""0"",""1"",""0"",""0"","" 273210"",""12.517996"",""0"""
"3230,""3303955"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""Pinheiral"",""0"",""2012"",""12"",""0.5723368448"","" 48.481597"",""1997"",""15"",""0"","" 2"",""1.987901"",""6.12"","" 225.963875"",""  7336.1900"",""0.710"",""0.41530227"",""0.961802"",""0.916000"",""0"",""0"",""1"",""0"",""0"",""  18200"","" 9.809177"",""0"""
"3231,""3304003"",""3 - Sude"",""33"",""4 - 20001 atÈ 50000"",""PiraÌ"",""0"",""2012"",""12"",""0.8191163693"","" 83.204060"",""1998"",""14"",""0"","" 9"",""1.766650"",""6.12"","" 514.854754"","" 26407.2000"",""0.533"",""0.14079539"",""0.512595"",""0.848000"",""0"",""0"",""1"",""0"",""0"",""  23622"",""10.069934"",""0"""
"3232,""3304102"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Porci˙ncula"",""0"",""2012"",""12"",""0.9212577200"","" 46.098166"",""1997"",""15"",""0"",""10"",""1.950856"",""7.88"",""  91.744373"",""  9098.9500"",""0.738"",""0.28982829"",""0.471573"",""0.759000"",""0"",""0"",""1"",""0"",""0"",""  15665"","" 9.659184"",""0"""
"3233,""3304110"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Porto Real"",""0"",""2012"",""12"",""0.5397939017"","" 78.064918"",""1997"",""15"",""0"",""14"",""1.000000"",""8.02"","" 320.149554"",""203561.8600"",""0.551"",""0.01876106"",""0.533440"",""0.994000"",""0"",""0"",""1"",""0"",""0"",""   8893"","" 9.093020"",""0"""
"3234,""3304128"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Quatis"",""0"",""2012"",""12"",""0.6445902062"","" 66.229960"",""1997"",""15"",""0"",""11"",""3.172927"",""6.12"","" 155.164630"",""  8655.1800"",""0.742"",""0.32094945"",""0.530780"",""0.901000"",""0"",""0"",""1"",""0"",""0"",""  10207"","" 9.230829"",""0"""
"3235,""3304144"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Queimados"",""0"",""2012"",""12"",""0.6799684779"","" 17.837992"",""1997"",""15"",""0"",""10"",""2.518886"",""6.12"",""  93.075433"",""  7378.5400"",""0.715"",""0.37639991"",""0.497813"",""1.000000"",""0"",""0"",""1"",""0"",""0"","" 110940"",""11.616745"",""1"""
"3236,""3304151"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Quissam„"",""0"",""2012"",""12"",""0.0000000000"",""115.468991"",""1995"",""17"",""0"","" 6"",""1.410983"",""6.74"","" 208.511263"",""177851.2800"",""0.680"",""0.03696072"",""0.522164"",""0.583000"",""0"",""0"",""1"",""0"",""0"",""  13017"","" 9.474011"",""0"""
"3237,""3304201"",""3 - Sude"",""33"",""6 - 100001 atÈ 500000"",""Resende"",""0"",""2012"",""12"",""0.8244000784"","" 27.728048"",""1991"",""19"",""0"","" 4"",""2.234425"",""8.02"","" 366.338618"","" 35244.7100"",""0.685"",""0.08144565"",""0.467493"",""0.940000"",""0"",""0"",""1"",""0"",""0"",""  96442"",""11.476697"",""0"""
"3238,""3304300"",""3 - Sude"",""33"",""5 - 50001 atÈ 100000"",""Rio Bonito"",""0"",""2012"",""12"",""0.6355094172"","" 67.739143"",""2000"",""12"",""0"","" 1"",""2.273761"",""8.02"","" 373.262304"","" 13315.5800"",""0.629"",""0.24257247"",""0.595233"",""0.765000"",""0"",""0"",""1"",""0"",""0"",""  46828"",""10.754237"",""0"""
"3239,""3304409"",""3 - Sude"",""33"",""3 - 10001 atÈ 20000"",""Rio Claro"",""0"",""2012"",""12"",""0.7683843814"","" 50.980691"",""2011"","" 1"",""0"","" 3"",""1.680013"",""6.69"","" 228.651380"",""  7834.5800"",""0.643"",""0.39972932"",""0.527656"",""0.874000"",""0"",""0"",""1"",""0"",""0"",""  14691"","" 9.594990"",""0"""
"3240,""3304508"",""3 - Sude"",""33"",""2 - 5001 atÈ 10000"",""Rio das Flores"",""0"",""2012"",""12"",""0.3879734985"","" 96.587843"",""1996"",""16"",""0"",""10"",""1.931080"",""7.88"","" 447.352798"","" 24886.3100"",""0.773"",""0.15201137"",""0.616788"",""0.705000"",""0"",""0"",""1"",""0"",""0"",""   6325"","" 8.752265"",""0"""
